o_orderkey|o_custkey|o_orderstatus|o_totalprice|o_orderdate|o_orderpriority|o_clerk|o_shippriority|o_comment|Unnamed: 9
4129|32|F|67226.28|19930626|3-MEDIUM|Clerk#000000541|0|nwind. quickly final theodolites use packages. accounts|
4130|104|O|47823.04|19960310|5-LOW|Clerk#000000609|0|omise alongside of the carefully final foxes. blithel|
4131|44|O|145971.6|19980130|1-URGENT|Clerk#000000612|0| above the foxes hang |
4132|19|P|65601.08|19950529|4-NOT SPECIFIED|Clerk#000000158|0|ld asymptotes solve alongside of the express, final packages. fluffily fi|
4133|101|F|31693.88|19920807|4-NOT SPECIFIED|Clerk#000000268|0|al, express foxes. quickly pending deposits might cajole alongsi|
4134|97|F|125191.12|19950112|1-URGENT|Clerk#000000171|0|fully even deposits. regular de|
4135|37|O|99577.55|19970310|3-MEDIUM|Clerk#000000627|0|ly quietly even ideas. deposits haggle blithely|
4160|55|O|82493.07|19960820|5-LOW|Clerk#000000283|0|the carefully special accounts. furiously regular dugouts alongs|
4161|118|F|198995.21|19930821|5-LOW|Clerk#000000047|0|nts. fluffily regular foxes above the quickly daring reques|
4162|22|F|72359.55|19920210|5-LOW|Clerk#000000179|0|r packages are slyly accounts. furiously special foxes detect carefully re|
4163|64|F|11493.8|19921221|2-HIGH|Clerk#000000268|0| integrate furiously slyly regular depende|
4164|94|O|8709.16|19980703|2-HIGH|Clerk#000000720|0| regularly busy theodolites boost furiously quickly bold packages. express, s|
4165|4|O|11405.4|19970725|3-MEDIUM|Clerk#000000621|0|special foxes affix never blithely ironic pinto beans; blithely |
4166|43|F|100671.06|19930228|5-LOW|Clerk#000000757|0|quickly sly forges impress. careful foxes across the blithely even a|
4167|28|O|62108.45|19980617|1-URGENT|Clerk#000000917|0|kly furiously even deposits. unu|
4192|146|O|197192.95|19980419|1-URGENT|Clerk#000000369|0|equests above the slyly regular pinto beans unwi|
4193|4|F|143191.54|19940109|2-HIGH|Clerk#000000201|0|ng accounts haggle quickly. packages use fluffily ironic excu|
4194|106|F|62972.29|19941016|3-MEDIUM|Clerk#000000385|0| instructions are quickly even pinto beans. courts boost furiously regular, ev|
4195|104|F|54478.95|19930529|4-NOT SPECIFIED|Clerk#000000777|0| pinto beans cajole furiously theodolites-- slyly regular deposits doub|
4196|106|O|201455.98|19980515|3-MEDIUM|Clerk#000000532|0|affix carefully. quickly final requests |
4197|92|O|217709.03|19960813|4-NOT SPECIFIED|Clerk#000000264|0| pinto beans according|
4198|143|O|105789.01|19970616|3-MEDIUM|Clerk#000000583|0|g the special packages haggle pen|
4199|5|F|30494.62|19920213|1-URGENT|Clerk#000000309|0|e blithely. special deposits haggle slyly final foxes. carefully even|
4224|70|O|150655.44|19970714|1-URGENT|Clerk#000000034|0|jole quickly final dolphins. slyly pending foxes wake furiously bold pl|
4225|128|O|72533.07|19970603|3-MEDIUM|Clerk#000000992|0|r the platelets nag among the special deposits. ironic, ironic re|
4226|92|F|29827.44|19930309|5-LOW|Clerk#000000203|0|phins wake slyly regular packages. deposits haggle slowl|
4227|133|F|92261.08|19950224|1-URGENT|Clerk#000000063|0|ng the requests; ideas haggle fluffily. slyly unusual ideas c|
4228|110|O|22072.16|19970328|5-LOW|Clerk#000000309|0|pecial requests aft|
4229|14|O|75145.87|19980303|1-URGENT|Clerk#000000301|0|p furiously: final excuses hagg|
4230|140|F|219709.6|19920304|1-URGENT|Clerk#000000364|0|lly ironic deposits integrate carefully about the fu|
4231|86|O|111403.66|19971120|4-NOT SPECIFIED|Clerk#000000630|0|ly final accounts cajole furiously accounts. bravely ironic platelets am|
4256|118|F|23067.48|19920405|4-NOT SPECIFIED|Clerk#000000043|0|y alongside of the fluffily iro|
4257|17|P|41723.86|19950325|3-MEDIUM|Clerk#000000682|0|r ideas cajole along the blithely regular gifts.|
4258|92|O|133829.35|19961027|4-NOT SPECIFIED|Clerk#000000364|0|efully final platelets around the blit|
4259|104|O|12918.7|19971009|5-LOW|Clerk#000000781|0|es snooze slyly against the furiously unusual ideas. furious|
4260|142|F|18566.14|19920516|4-NOT SPECIFIED|Clerk#000000919|0|e among the fluffily bold accounts.|
4261|118|F|83665.2|19921003|1-URGENT|Clerk#000000662|0| about the even, pending packages. slyly bold deposits boost|
4262|88|O|176278.57|19960804|3-MEDIUM|Clerk#000000239|0| of the furious accounts. furiously regular accounts w|
4263|4|O|158885.83|19980316|1-URGENT|Clerk#000000265|0|sly ruthless deposits. final packages are instructions. fu|
4288|34|F|75030.81|19921204|4-NOT SPECIFIED|Clerk#000000823|0|usly carefully even theodolites: slyly express pac|
4289|125|F|20752.62|19931007|3-MEDIUM|Clerk#000000912|0|e carefully close instructions. slyly special reques|
4290|41|F|26128.99|19950115|3-MEDIUM|Clerk#000000688|0| slyly quickly bold requests. final deposits haggle pending ideas! som|
4291|89|F|71822.86|19931129|3-MEDIUM|Clerk#000000655|0| sleep fluffily between the bold packages. bold|
4292|25|F|145906.24|19920109|3-MEDIUM|Clerk#000000794|0| ruthlessly. slyly bo|
4293|103|O|198322.91|19960820|2-HIGH|Clerk#000000750|0|ly packages. regular packages nag according to t|
4294|49|F|232194.74|19920815|3-MEDIUM|Clerk#000000407|0|ng pinto beans breach. slyly express requests bo|
4295|5|O|77754.62|19960210|3-MEDIUM|Clerk#000000023|0|e boldly bold dependencies|
4320|115|O|67049.37|19961208|4-NOT SPECIFIED|Clerk#000000223|0|ages haggle after the slowly bold se|
4321|16|F|118896.95|19940718|3-MEDIUM|Clerk#000000041|0|ending deposits are carefully carefully regular packa|
4322|142|O|149671.92|19980313|3-MEDIUM|Clerk#000000433|0|totes nag across the fluffily special instructions. quickly silent hockey |
4323|104|F|27598.17|19940123|2-HIGH|Clerk#000000282|0|lve after the slyly regular multipliers. even, regular excus|
4324|73|O|178249.05|19950717|1-URGENT|Clerk#000000800|0|ccounts. slyly stealthy requests shall have t|
4325|130|O|20214.49|19960718|2-HIGH|Clerk#000000591|0|y around the always ev|
4326|29|O|39048.94|19961027|4-NOT SPECIFIED|Clerk#000000869|0|packages. carefully express deposit|
4327|146|P|126235.35|19950316|2-HIGH|Clerk#000000571|0|yly pending braids. final requests abo|
4352|14|O|18653.09|19971126|2-HIGH|Clerk#000000620|0|ly final platelets integrate carefully even requ|
4353|73|O|21815.3|19971212|2-HIGH|Clerk#000000790|0|uickly even ideas cajole|
4354|145|F|179827.12|19940930|4-NOT SPECIFIED|Clerk#000000046|0|pending notornis. requests serve |
4355|4|O|186370.23|19961116|1-URGENT|Clerk#000000362|0|ndencies use furiously across the regular |
4356|97|F|39828.51|19940411|5-LOW|Clerk#000000956|0| asymptotes sleep blithely. asymptotes sleep. blithely regul|
4357|47|O|67045.94|19971023|4-NOT SPECIFIED|Clerk#000000031|0|ages nag between the|
4358|25|O|46298.53|19970812|1-URGENT|Clerk#000000692|0|according to the fluffily special asymptotes |
4359|16|F|107824.4|19930303|1-URGENT|Clerk#000000393|0|sts. special, unusual deposits across the ironic theodo|
4384|25|F|52562.16|19920713|1-URGENT|Clerk#000000192|0|onic platelets. furiously regular asymptotes according to the special pac|
4385|122|O|39190.62|19960806|2-HIGH|Clerk#000000597|0|ully final requests. ironic, even dolphins above the regular |
4386|61|O|134413.58|19980206|5-LOW|Clerk#000000070|0| dolphins. silent, idle pinto beans |
4387|110|O|116740.67|19951023|1-URGENT|Clerk#000000025|0|ter the regular pinto beans. special, final gifts above the requests wi|
4388|10|O|69668.22|19960328|2-HIGH|Clerk#000000715|0|ts wake against the carefully final accounts. sly|
4389|55|F|120324.82|19940505|3-MEDIUM|Clerk#000000403|0|wly express excuses after the permanently even instructions are|
4390|7|P|140608.69|19950523|1-URGENT|Clerk#000000691|0|inal pinto beans. exp|
4391|38|F|48284.06|19920218|2-HIGH|Clerk#000000880|0|regular accounts. even depo|
4416|149|F|76067.1|19920630|5-LOW|Clerk#000000391|0| deposits. ideas cajole express theodolites: |
4417|67|O|60868.39|19980709|1-URGENT|Clerk#000000365|0|ideas are alongside of the blithely final reque|
4418|61|F|47099.71|19930325|3-MEDIUM|Clerk#000000731|0|pecial pinto beans. close foxes affix iron|
4419|104|O|94030.43|19960612|4-NOT SPECIFIED|Clerk#000000410|0|ages wake furiously slyly thin theodolit|
4420|109|F|6088.41|19940618|1-URGENT|Clerk#000000706|0|lly bold deposits along the bold, pending foxes detect blithely after the acco|
4421|10|O|258779.02|19970404|3-MEDIUM|Clerk#000000246|0|t the pending warhorses. express waters a|
4422|70|P|107140.22|19950522|3-MEDIUM|Clerk#000000938|0|ly bold accounts sleep special, regular foxes. doggedly regular in|
4423|64|F|4913.06|19950217|5-LOW|Clerk#000000888|0|excuses are ruthless|
4448|70|O|127191.47|19980521|2-HIGH|Clerk#000000428|0|. deposits haggle around the silent packages; slyly unusual packages|
4449|10|O|48206.14|19980208|5-LOW|Clerk#000000035|0|ourts are carefully even deposits. pending |
4450|106|O|110194.31|19970715|1-URGENT|Clerk#000000867|0|quests boost. furiously even realms are blithely bold requests. bl|
4451|4|F|92851.8|19941001|1-URGENT|Clerk#000000181|0|. carefully final foxes along the quickly express T|
4452|13|F|64838.66|19940621|5-LOW|Clerk#000000985|0|oxes are slyly. express, ironic pinto beans wake after the quickly pending re|
4453|65|O|137030.4|19970401|3-MEDIUM|Clerk#000000603|0|ages could have to nag slyly furiously even asymptotes! slowly regular |
4454|142|F|159578.94|19940202|5-LOW|Clerk#000000411|0|uriously regular pint|
4455|19|F|102534.63|19931011|3-MEDIUM|Clerk#000000924|0|even requests. bravely regular foxes according to the carefully unusual |
4480|85|F|28658.26|19940331|4-NOT SPECIFIED|Clerk#000000534|0|press, bold deposits boost blit|
4481|148|O|77705.4|19960330|5-LOW|Clerk#000000443|0|press sheaves cajole furio|
4482|82|P|63535.56|19950515|4-NOT SPECIFIED|Clerk#000000534|0|ravely bold accounts. furiously ironic instructions affix quickly. pend|
4483|52|F|126597.21|19920307|3-MEDIUM|Clerk#000000615|0|its. blithely idle accounts run; theodolites wake carefully around the fi|
4484|131|O|237947.61|19961224|1-URGENT|Clerk#000000392|0|ct across the pinto beans. quickly pending excuses engage furiously.|
4485|53|F|182432.17|19941113|3-MEDIUM|Clerk#000000038|0|es wake slyly even packages. blithely brave requests nag above the regul|
4486|37|O|135613.18|19980303|2-HIGH|Clerk#000000656|0|ffily according to the carefully pending acc|
4487|46|F|109469.9|19930223|3-MEDIUM|Clerk#000000017|0|s up the never pending excuses wake furiously special pinto beans. furiously i|
4512|70|O|148682.82|19951025|5-LOW|Clerk#000000393|0|ending instructions maintain fu|
4513|85|O|119820.38|19960315|5-LOW|Clerk#000000154|0|ests. final, final ideas|
4514|97|F|143899.85|19940430|3-MEDIUM|Clerk#000000074|0|deposits according to the carefull|
4515|140|F|161745.44|19920317|1-URGENT|Clerk#000000191|0|quests among the accounts sleep boldly about the regular f|
4516|130|F|35949.14|19940329|3-MEDIUM|Clerk#000000739|0|ing packages sleep slyly regular attainments|
4517|113|O|47614.08|19980307|4-NOT SPECIFIED|Clerk#000000231|0|uriously final deposits doze furiously furiously reg|
4518|125|O|25861.74|19970501|3-MEDIUM|Clerk#000000187|0|luffily against the spec|
4519|136|F|68885.66|19930330|4-NOT SPECIFIED|Clerk#000000938|0|ccording to the final |
4544|112|O|151148.81|19970807|3-MEDIUM|Clerk#000000435|0|g dependencies dazzle slyly ironic somas. carefu|
4545|59|F|143276.28|19930117|4-NOT SPECIFIED|Clerk#000000303|0|ep. requests use sly|
4546|43|O|39906.87|19950729|5-LOW|Clerk#000000373|0|ns sleep. regular, regular instructions maintai|
4547|109|F|52114.01|19930823|3-MEDIUM|Clerk#000000519|0|uctions thrash platelets. slyly final foxes wake slyly against th|
4548|127|O|139915.23|19960628|5-LOW|Clerk#000000798|0| in place of the blithely express sentiments haggle slyly r|
4549|64|O|43889.17|19980305|4-NOT SPECIFIED|Clerk#000000965|0|ully even deposits dazzle. fluffily pending ideas against the requests|
4550|118|F|27461.48|19941229|2-HIGH|Clerk#000000748|0|s haggle carefully acco|
4551|109|O|82824.14|19960209|2-HIGH|Clerk#000000462|0|ts. slyly quick theodolite|
4576|139|O|56936.1|19960814|5-LOW|Clerk#000000798|0|e pending deposits. |
4577|79|O|104259.88|19980502|5-LOW|Clerk#000000409|0|ly. unusual platelets are alw|
4578|91|F|95761.93|19920913|5-LOW|Clerk#000000121|0| to the furiously ironic instructions? furiou|
4579|106|O|85927.85|19951201|2-HIGH|Clerk#000000951|0|its wake quickly blithely specia|
4580|82|F|118464.65|19931115|4-NOT SPECIFIED|Clerk#000000086|0|rs wake blithely regular requests. fluffily ev|
4581|79|F|89592.11|19920904|4-NOT SPECIFIED|Clerk#000000687|0|ges. carefully pending accounts use furiously abo|
4582|19|O|18247.86|19960704|1-URGENT|Clerk#000000638|0|g the furiously regular pac|
4583|22|F|206495.43|19940925|3-MEDIUM|Clerk#000000240|0|equests. slyly even platelets was qui|
4608|80|F|157767.86|19940617|1-URGENT|Clerk#000000259|0|y even instructions detect slyly asymptotes. blithely final packa|
4609|133|O|70462.84|19961205|3-MEDIUM|Clerk#000000239|0|hang slyly slyly expre|
4610|26|F|135934.6|19930618|5-LOW|Clerk#000000616|0|e carefully express pinto|
4611|29|F|166506.22|19930110|2-HIGH|Clerk#000000152|0|. furiously regular instructions haggle dolphins. even instructions det|
4612|61|F|82598.87|19930920|3-MEDIUM|Clerk#000000397|0|bove the deposits. even deposits dazzle. slyly express packages haggle sl|
4613|133|O|212339.55|19980305|3-MEDIUM|Clerk#000000541|0|furiously blithely pending dependen|
4614|61|O|151801.06|19960422|1-URGENT|Clerk#000000974|0| sauternes wake thinly special accounts. fur|
4615|29|F|10500.27|19930827|3-MEDIUM|Clerk#000000982|0|jole after the fluffily pending foxes. packages affix carefully acco|
4640|97|O|81138.17|19960101|5-LOW|Clerk#000000902|0|requests. deposits do detect above the blithely iron|
4641|134|F|98485.21|19930120|4-NOT SPECIFIED|Clerk#000000755|0|ronic, final requests integrate slyly: specia|
4642|148|F|117537.87|19950227|1-URGENT|Clerk#000000295|0|cial requests wake carefully around the regular, unusual ideas. furi|
4643|67|O|52414.19|19950630|2-HIGH|Clerk#000000292|0|ously regular packages. unusual, special platel|
4644|94|O|85901.7|19980117|5-LOW|Clerk#000000961|0|requests. fluffily even ideas bo|
4645|44|F|231012.22|19940920|1-URGENT|Clerk#000000764|0|fully even instructions. final gifts sublate quickly final requests. bl|
4646|83|O|124637.19|19960618|1-URGENT|Clerk#000000036|0|n place of the blithely qu|
4647|28|F|110958.36|19940514|3-MEDIUM|Clerk#000000626|0|out the deposits. slyly final pinto beans haggle idly. slyly s|
4672|79|O|199593.71|19951107|1-URGENT|Clerk#000000475|0|lyly final dependencies caj|
4673|82|O|58094.75|19960813|4-NOT SPECIFIED|Clerk#000000914|0|c deposits are slyly. bravely ironic deposits cajole carefully after the |
4674|37|F|115411.37|19940419|1-URGENT|Clerk#000000122|0|careful hockey players. carefully pending deposits caj|
4675|86|F|68817.08|19931125|4-NOT SPECIFIED|Clerk#000000741|0|al deposits haggle slyly final|
4676|14|O|182025.95|19950901|2-HIGH|Clerk#000000407|0|s. slyly bold accounts sleep furiously special|
4677|40|O|25661.87|19980221|3-MEDIUM|Clerk#000000245|0|ly pending deposits after the carefully regular foxes sleep blithely after t|
4678|88|O|131752.07|19980802|4-NOT SPECIFIED|Clerk#000000175|0|side of the bold platelets detect slyly blithely ironic e|
4679|88|F|7211.59|19930120|2-HIGH|Clerk#000000905|0|ely regular accounts affix slyly. final dolphins are. furiously final de|
4704|2|O|63873.14|19960816|4-NOT SPECIFIED|Clerk#000000256|0|lithely final requests about the fluffily regular |
4705|98|F|173340.09|19920322|4-NOT SPECIFIED|Clerk#000000522|0| special instructions poa|
4706|25|F|101709.52|19921229|4-NOT SPECIFIED|Clerk#000000722|0| packages above the never regular packages nag packages. deposits c|
4707|91|F|61052.1|19950227|2-HIGH|Clerk#000000943|0|ully enticing accounts behind the regular|
4708|85|F|56998.36|19941001|1-URGENT|Clerk#000000383|0|ly thinly even accounts. unusu|
4709|26|O|49903.57|19960108|3-MEDIUM|Clerk#000000785|0|he furiously even deposits! ironic theodolites haggle blithely. r|
4710|100|F|88966.68|19941208|4-NOT SPECIFIED|Clerk#000000734|0|the final, regular foxes. carefully ironic pattern|
4711|142|O|129546.56|19980506|1-URGENT|Clerk#000000818|0|mptotes. unusual packages wake furiously qui|
4736|139|O|67572.73|19951120|2-HIGH|Clerk#000000563|0|blithely regular courts affix into the carefully ironic deposits. slyly exp|
4737|79|F|62014.51|19930311|4-NOT SPECIFIED|Clerk#000000275|0|ents use slyly among the unusual, ironic pearls. furiously pending |
4738|5|F|149466.62|19920408|2-HIGH|Clerk#000000150|0|deposits. thin acco|
4739|148|F|68255.82|19930221|5-LOW|Clerk#000000872|0|ing to the pending attainments: pending, express account|
4740|68|O|42579.4|19960705|2-HIGH|Clerk#000000420|0| dependencies haggle about the|
4741|127|F|180692.9|19920707|4-NOT SPECIFIED|Clerk#000000983|0|ly bold deposits are slyly about the r|
4742|64|P|155356.8|19950323|3-MEDIUM|Clerk#000000058|0|n packages. quickly regular ideas cajole blithely|
4743|97|F|65702.39|19930331|5-LOW|Clerk#000000048|0|pinto beans above the bold, even idea|
4768|136|F|4820.55|19931122|2-HIGH|Clerk#000000875|0|ctions snooze idly beneath the quick waters. fluffily u|
4769|121|P|136765.03|19950414|4-NOT SPECIFIED|Clerk#000000116|0|pon the asymptotes. idle, final account|
4770|59|O|72150.68|19950620|2-HIGH|Clerk#000000461|0|cial instructions believe carefully. |
4771|95|F|49625.21|19921214|1-URGENT|Clerk#000000571|0|lly express deposits serve furiously along the f|
4772|28|F|64102.93|19940914|1-URGENT|Clerk#000000708|0|es sleep. regular requests haggle furiously slyly |
4773|122|O|196080.26|19951223|1-URGENT|Clerk#000000327|0|ptotes was slyly along the|
4774|52|F|124380.73|19930420|3-MEDIUM|Clerk#000000299|0|eposits use blithely bold deposits. carefully regular gifts about the fin|
4775|128|O|112444.42|19950813|4-NOT SPECIFIED|Clerk#000000609|0|s integrate slyly slyly final instructions. carefully bold pack|
4800|37|F|91795.13|19920106|5-LOW|Clerk#000000625|0|ggle furiously along the pending pinto beans. deposits use: final foxe|
4801|88|O|108353.08|19960125|1-URGENT|Clerk#000000553|0|r the final sentiments. pending theodolites sleep doggedly across t|
4802|130|O|5978.65|19970123|3-MEDIUM|Clerk#000000400|0| ironic, thin packages wake furiously ironic, ironic deposits. the|
4803|124|O|158776.68|19960208|5-LOW|Clerk#000000892|0|lly unusual courts are ironic|
4804|37|F|111547.31|19920128|2-HIGH|Clerk#000000614|0|ly final accounts. blithely unusual theodolite|
4805|16|F|172102.96|19920425|4-NOT SPECIFIED|Clerk#000000514|0|even accounts wake furiously slyly final accounts; blithel|
4806|7|F|35390.15|19930421|5-LOW|Clerk#000000625|0|ave accounts. furiously pending wa|
4807|53|O|138902.23|19970109|3-MEDIUM|Clerk#000000310|0|kly. slyly special accounts|
4832|34|O|84954.79|19971204|3-MEDIUM|Clerk#000000548|0|final accounts sleep among the blithe|
4833|133|O|84800.44|19960512|3-MEDIUM|Clerk#000000256|0|r deposits against the slyly final excuses slee|
4834|19|O|124539.0|19960912|2-HIGH|Clerk#000000284|0|lar accounts. furiously ironic accounts haggle slyly |
4835|146|F|70857.51|19941025|1-URGENT|Clerk#000000250|0|s integrate furiously blithely expr|
4836|65|O|78711.4|19961218|1-URGENT|Clerk#000000691|0|c packages cajole carefully through the accounts. careful|
4837|130|O|68519.84|19980424|4-NOT SPECIFIED|Clerk#000000517|0|n accounts are regular, bold accounts. even instructions use request|
4838|44|F|61811.33|19920802|1-URGENT|Clerk#000000569|0|ffily bold sentiments. carefully close dolphins cajole across the |
4839|25|F|71241.63|19940510|1-URGENT|Clerk#000000925|0| even somas. slyly express ideas lose carefully. blithely unusu|
4864|88|F|149614.34|19921111|5-LOW|Clerk#000000423|0|ests nag within the quickly ironic asymptotes. ironic|
4865|85|O|162113.46|19970607|3-MEDIUM|Clerk#000000418|0|sits boost stealthily above the bl|
4866|53|O|25767.07|19970807|2-HIGH|Clerk#000000663|0|kages. unusual packages nag fluffily. qui|
4867|10|F|9741.03|19920521|1-URGENT|Clerk#000000891|0|ss the slyly regular dependencies. fluffily regular deposits within the car|
4868|76|O|159005.35|19970302|5-LOW|Clerk#000000729|0|regular asymptotes. regular packages sublate carefully al|
4869|58|F|175422.13|19940926|5-LOW|Clerk#000000802|0|boost! ironic packages un|
4870|103|F|94534.07|19940806|3-MEDIUM|Clerk#000000911|0|nto beans about the blithely regular d|
4871|46|O|129636.99|19950612|1-URGENT|Clerk#000000531|0|ven, special instructions across t|
4896|85|F|93206.35|19920822|1-URGENT|Clerk#000000622|0|sly pending deposits. final accounts boost above the sly, even|
4897|80|F|115688.85|19920917|5-LOW|Clerk#000000184|0|s. bold pinto beans sleep. evenly final accounts daz|
4898|14|F|40572.64|19940711|4-NOT SPECIFIED|Clerk#000000841|0|final patterns. special theodolites haggle ruthlessly at the blithely spec|
4899|61|F|12291.83|19931018|4-NOT SPECIFIED|Clerk#000000348|0| instructions. furiously even packages are furiously speci|
4900|137|F|221320.76|19920630|4-NOT SPECIFIED|Clerk#000000878|0|sleep quickly unusual |
4901|79|O|146298.28|19971231|4-NOT SPECIFIED|Clerk#000000980|0|inal dependencies cajole furiously. carefully express accounts na|
4902|139|O|26011.2|19980704|3-MEDIUM|Clerk#000000874|0| the slyly express dolphins. |
4903|92|F|34363.63|19920322|4-NOT SPECIFIED|Clerk#000000907|0|yly. multipliers within the fo|
4928|4|F|59931.42|19931004|4-NOT SPECIFIED|Clerk#000000952|0|slyly brave instructions after the ironic excuses haggle ruthlessly about|
4929|149|O|135187.33|19960229|3-MEDIUM|Clerk#000000109|0|uests. furiously special ideas poach. pending |
4930|149|F|176867.34|19940506|5-LOW|Clerk#000000593|0| haggle slyly quietly final theodolites. packages are furious|
4931|50|F|115759.13|19941117|1-URGENT|Clerk#000000356|0|leep. slyly express dolphins nag slyly. furiously regular s|
4932|122|F|42927.07|19930810|1-URGENT|Clerk#000000830|0|onic foxes. enticingly reg|
4933|94|O|42945.82|19950714|3-MEDIUM|Clerk#000000848|0|y special sauternes integr|
4934|40|O|180478.16|19970217|1-URGENT|Clerk#000000372|0|nes cajole; carefully special accounts haggle. special pinto beans nag |
4935|40|F|162088.3|19930525|4-NOT SPECIFIED|Clerk#000000601|0|c foxes. fluffily pendin|
4960|124|F|153259.41|19950226|5-LOW|Clerk#000000229|0|uriously even excuses. fluffily regular instructions along the furiously ironi|
4961|58|O|89224.24|19980406|3-MEDIUM|Clerk#000000731|0| braids. furiously even theodolites |
4962|104|F|44781.32|19930728|3-MEDIUM|Clerk#000000008|0| breach never ironic |
4963|34|O|54175.35|19961107|3-MEDIUM|Clerk#000000754|0|ully unusual epitaphs nod s|
4964|101|O|204163.1|19970728|4-NOT SPECIFIED|Clerk#000000144|0|ithely final theodolites. blithely regu|
4965|52|F|110626.82|19931021|5-LOW|Clerk#000000638|0|dependencies poach packages. sometim|
4966|70|O|59186.02|19960907|2-HIGH|Clerk#000000243|0|accounts. blithely ironic courts wake boldly furiously express |
4967|98|O|103814.27|19970217|3-MEDIUM|Clerk#000000397|0|e theodolites; furiously b|
4992|62|F|203904.8|19920510|1-URGENT|Clerk#000000166|0|telets nag carefully am|
4993|13|F|145730.19|19940804|4-NOT SPECIFIED|Clerk#000000258|0|ing instructions nag furiously. un|
4994|43|O|216071.76|19960629|4-NOT SPECIFIED|Clerk#000000868|0|oxes wake above the asymptotes. bold requests sleep br|
4995|40|O|189651.76|19960106|4-NOT SPECIFIED|Clerk#000000748|0|s. even deposits boost along the express, even theodolites. stealthily ir|
4996|133|F|100750.67|19920914|3-MEDIUM|Clerk#000000433|0|foxes. carefully special packages haggle quickly fluffi|
4997|47|O|122611.05|19980318|5-LOW|Clerk#000000040|0|egrate final pinto beans. fluffily special notornis use blith|
4998|32|F|129096.8|19920111|4-NOT SPECIFIED|Clerk#000000054|0|alongside of the quickly final requests hang always|
4999|85|F|98643.17|19930626|2-HIGH|Clerk#000000504|0| dolphins cajole blithely above the sly |
5024|124|O|116127.69|19961025|3-MEDIUM|Clerk#000000659|0|r foxes. regular excuses are about the quickly regular theodolites. regular, |
5025|121|O|20099.43|19970203|5-LOW|Clerk#000000805|0|ackages are slyly about the quickly |
5026|28|O|13197.78|19970906|1-URGENT|Clerk#000000955|0|y final requests us|
5027|148|O|181346.56|19970830|2-HIGH|Clerk#000000751|0|e-- final, pending requests along t|
5028|13|F|30755.69|19920417|2-HIGH|Clerk#000000180|0|ickly blithely express deposits. b|
5029|11|F|19811.69|19921114|3-MEDIUM|Clerk#000000469|0|. regular accounts haggle slyly. regul|
5030|106|O|71781.23|19980525|4-NOT SPECIFIED|Clerk#000000564|0| wake slyly furiously thin requests. ironic pinto beans ha|
5031|139|F|91438.59|19941202|3-MEDIUM|Clerk#000000788|0|lar instructions haggle blithely pending foxes? sometimes final excuses h|
5056|52|O|62258.18|19970215|5-LOW|Clerk#000000828|0|lithely above the express ideas. blithely final deposits are fluffily spec|
5057|64|O|76164.41|19970803|1-URGENT|Clerk#000000955|0|r ironic requests of the carefully ironic dependencies wake slyly a|
5058|119|O|17031.01|19980323|1-URGENT|Clerk#000000367|0| the pending packages wake after the quickly speci|
5059|43|F|67173.82|19931110|2-HIGH|Clerk#000000058|0|latelets. final, regular accounts cajole furiously ironic pinto beans? do|
5060|112|F|65218.47|19920707|4-NOT SPECIFIED|Clerk#000000333|0|e according to the excuses. express theodo|
5061|101|F|52190.52|19930814|1-URGENT|Clerk#000000009|0|e packages use fluffily according to the carefully ironic deposits. bol|
5062|61|F|109247.0|19921008|3-MEDIUM|Clerk#000000012|0|ithely. blithely bold theodolites affix. blithely final deposits haggle ac|
5063|23|O|98753.57|19970517|2-HIGH|Clerk#000000745|0|lyly after the pending foxes. express theodolites breach across t|
5088|130|F|101616.44|19930106|5-LOW|Clerk#000000930|0|ole slyly since the quickly ironic br|
5089|130|F|109246.54|19920729|1-URGENT|Clerk#000000677|0|cial platelets. quiet, final ideas cajole carefully. unusu|
5090|89|O|132838.49|19970309|1-URGENT|Clerk#000000953|0|ress accounts affix silently carefully quick accounts. carefully f|
5091|148|O|47852.06|19980521|3-MEDIUM|Clerk#000000311|0|egular decoys mold carefully fluffily unus|
5092|22|O|195834.96|19951030|5-LOW|Clerk#000000194|0|are blithely along the pin|
5093|79|F|190693.92|19930903|3-MEDIUM|Clerk#000000802|0|ully ironic theodolites sleep above the furiously ruthless instructions. bli|
5094|106|F|74892.08|19930329|4-NOT SPECIFIED|Clerk#000000406|0|uickly pending deposits haggle quickly ide|
5095|97|F|184583.99|19920422|2-HIGH|Clerk#000000964|0|accounts are carefully! slyly even packages wake slyly a|
5120|16|O|28007.73|19960605|1-URGENT|Clerk#000000332|0|against the slyly express requests. furiousl|
5121|133|F|150334.57|19920511|4-NOT SPECIFIED|Clerk#000000736|0|gular requests. furiously final pearls against the permanent, thin courts s|
5122|70|O|79863.84|19960210|5-LOW|Clerk#000000780|0|blithely. slyly ironic deposits nag. excuses s|
5123|10|O|11850.45|19980210|1-URGENT|Clerk#000000776|0|ic requests. furiously ironic packages grow above the express, ironic inst|
5124|25|O|159170.8|19970404|4-NOT SPECIFIED|Clerk#000000749|0|kly even courts. bold packages solve. |
5125|28|O|38065.28|19980207|5-LOW|Clerk#000000834|0|ructions. dolphins wake slowly carefully unusual |
5126|112|F|92123.32|19921012|4-NOT SPECIFIED|Clerk#000000270|0|s. unusual deposits |
5127|73|O|48024.99|19970115|5-LOW|Clerk#000000829|0|fully express pinto beans. slyly final accounts along the ironic dugouts use s|
