,p_partkey,p_name,p_mfgr,p_brand,p_type,data,p_container,p_retailprice,p_comment,Unnamed: 9,p_type_suffix,ps_partkey,ps_suppkey,ps_availqty,ps_supplycost,ps_comment,Unnamed: 5,s_suppkey,s_name,s_address,s_nationkey,s_phone,s_acctbal,s_comment,Unnamed: 7,n_nationkey,n_name,n_regionkey,n_comment,Unnamed: 4,r_regionkey,r_name,r_comment,Unnamed: 3
15804,11083,light sandy midnight grey maroon,Manufacturer#4,Brand#45,MEDIUM ANODIZED STEEL,46,LG PKG,994.08,depend,,STEEL,11083,867,710,862.25,"the accounts. even, bold pinto beans alongside of the even, unusual dependencies ",,867,Supplier#000000867,WTM7RpRoZPk5MKGEtE2dsh,11,21-221-554-8461,7476.72,y final requests. blithely final instructions will haggle fluffily. iron,,11,IRAQ,4,nic deposits boost atop the quickly final requests? quickly regula,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
15859,4871,pink azure salmon violet thistle,Manufacturer#5,Brand#53,ECONOMY POLISHED STEEL,45,JUMBO JAR,1775.87,lyly stealthil,,STEEL,4871,872,7027,207.54,ies. ironic instructions wake carefully regular packages. unusual packages thrash carefully carefully express theodolites. blith,,872,Supplier#000000872,oJQEy8xyrptE,11,21-271-893-1965,6571.13," the pending, even foxes? blithely ironic depe",,11,IRAQ,4,nic deposits boost atop the quickly final requests? quickly regula,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
15867,6871,peach steel turquoise sky forest,Manufacturer#1,Brand#11,ECONOMY PLATED STEEL,46,WRAP PKG,1777.87,r theodolites. ca,,STEEL,6871,872,643,401.78,"ckages. sly, final requests along the final, unusual packages wake about the furiously regular platelets.",,872,Supplier#000000872,oJQEy8xyrptE,11,21-271-893-1965,6571.13," the pending, even foxes? blithely ironic depe",,11,IRAQ,4,nic deposits boost atop the quickly final requests? quickly regula,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
15907,16871,chocolate cornsilk medium snow drab,Manufacturer#5,Brand#51,MEDIUM PLATED STEEL,44,WRAP JAR,1787.87,p blithely abov,,STEEL,16871,872,726,328.47,ly bold ideas around the ironic platelets use after the carefully close accounts. quickly unusual theodolites are slyly across the ,,872,Supplier#000000872,oJQEy8xyrptE,11,21-271-893-1965,6571.13," the pending, even foxes? blithely ironic depe",,11,IRAQ,4,nic deposits boost atop the quickly final requests? quickly regula,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
15909,17337,linen sienna blanched tomato sandy,Manufacturer#3,Brand#31,MEDIUM BURNISHED STEEL,48,WRAP PACK,1254.33,s alon,,STEEL,17337,872,4609,598.75,"ully pending deposits haggle. even, even deposits about the slyly daring accounts affix quickly according to the quickly st",,872,Supplier#000000872,oJQEy8xyrptE,11,21-271-893-1965,6571.13," the pending, even foxes? blithely ironic depe",,11,IRAQ,4,nic deposits boost atop the quickly final requests? quickly regula,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
15935,3868,violet midnight cornflower sandy sky,Manufacturer#1,Brand#12,LARGE BURNISHED STEEL,46,MED JAR,1771.86,ly about t,,STEEL,3868,375,1636,90.74,s against the furiously regular requests are pinto beans. ironic plat,,375,Supplier#000000375,3CIBgjwAjB A1uxkiJNjc 7pI9AKhvnr1BHV9,11,21-250-668-2735,1962.02,ully regular pinto beans acros,,11,IRAQ,4,nic deposits boost atop the quickly final requests? quickly regula,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
15983,15844,lime antique sandy moccasin papaya,Manufacturer#2,Brand#21,PROMO PLATED STEEL,49,SM CASE,1759.84,"ic, regular i",,STEEL,15844,375,515,405.83,"refully. unusual, pending accounts detect along the bold packages. carefully ",,375,Supplier#000000375,3CIBgjwAjB A1uxkiJNjc 7pI9AKhvnr1BHV9,11,21-250-668-2735,1962.02,ully regular pinto beans acros,,11,IRAQ,4,nic deposits boost atop the quickly final requests? quickly regula,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
15993,18374,lavender lemon salmon ghost chiffon,Manufacturer#1,Brand#14,PROMO PLATED STEEL,42,WRAP BAG,1292.37,g depo,,STEEL,18374,375,9313,336.14,riously final theodolites play furiously carefully final theodolites. fluffily bold packages alongside,,375,Supplier#000000375,3CIBgjwAjB A1uxkiJNjc 7pI9AKhvnr1BHV9,11,21-250-668-2735,1962.02,ully regular pinto beans acros,,11,IRAQ,4,nic deposits boost atop the quickly final requests? quickly regula,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
15996,19105,green dark peru lavender navajo,Manufacturer#2,Brand#22,LARGE PLATED STEEL,50,LG CASE,1024.1,es at ,,STEEL,19105,375,5460,309.09,"e special, bold accounts can cajole quickly around the express deposits. express, final packages detect slyly carefully final pinto beans. permanent, final packages use carefully among the slyly b",,375,Supplier#000000375,3CIBgjwAjB A1uxkiJNjc 7pI9AKhvnr1BHV9,11,21-250-668-2735,1962.02,ully regular pinto beans acros,,11,IRAQ,4,nic deposits boost atop the quickly final requests? quickly regula,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
16032,8101,drab medium white salmon rosy,Manufacturer#4,Brand#43,ECONOMY PLATED STEEL,44,WRAP BOX,1009.1,cross the care,,STEEL,8101,876,9587,594.92,"regular dependencies cajole quickly unusual requests. instructions wake furiously around the furiously final foxes. furiously pending packages play express, special pinto beans. even ideas wake ",,876,Supplier#000000876,"PYBAM85Nrb2cuXH8VDrX 3TjZbsIAlIQ,,xA",11,21-432-561-3770,5979.92,ly special packages. carefully ironic deposits dazzle furiously acco,,11,IRAQ,4,nic deposits boost atop the quickly final requests? quickly regula,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
16044,11092,burnished tan wheat chartreuse rose,Manufacturer#4,Brand#42,STANDARD POLISHED STEEL,44,MED BOX,1003.09,ronic acco,,STEEL,11092,876,1917,566.79,"iously silent excuses use alongside of the quickly ironic theodolites. carefully regular accounts boost quickly regular courts. permanent, special courts sublate ironical",,876,Supplier#000000876,"PYBAM85Nrb2cuXH8VDrX 3TjZbsIAlIQ,,xA",11,21-432-561-3770,5979.92,ly special packages. carefully ironic deposits dazzle furiously acco,,11,IRAQ,4,nic deposits boost atop the quickly final requests? quickly regula,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
16081,376,lace drab wheat red tan,Manufacturer#4,Brand#44,MEDIUM BRUSHED STEEL,44,SM PKG,1276.37,blithe,,STEEL,376,627,4524,529.52,iously. packages after the slyly final accounts sleep among the quickly even in,,627,Supplier#000000627,k6W51QENyVPe4 6z0ajEMTkEA,11,21-632-574-8701,9318.43,l instructions serve slyly regular deposits. carefully busy excuses cajole quickly pending d,,11,IRAQ,4,nic deposits boost atop the quickly final requests? quickly regula,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
16100,5116,sky honeydew green salmon blanched,Manufacturer#3,Brand#35,ECONOMY POLISHED STEEL,50,MED CASE,1021.11,ages are among the,,STEEL,5116,627,6256,14.0,"o beans use quickly. express, pending accounts cajole idly after the quiet instructions. furiously ironic accounts nag alongside of the express, final pinto bean",,627,Supplier#000000627,k6W51QENyVPe4 6z0ajEMTkEA,11,21-632-574-8701,9318.43,l instructions serve slyly regular deposits. carefully busy excuses cajole quickly pending d,,11,IRAQ,4,nic deposits boost atop the quickly final requests? quickly regula,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
16129,12364,violet beige lawn antique ivory,Manufacturer#3,Brand#34,PROMO BURNISHED STEEL,43,LG BAG,1276.36,ithely according to t,,STEEL,12364,627,4451,544.39,"ly pending instructions over the regular, special requests integrate ",,627,Supplier#000000627,k6W51QENyVPe4 6z0ajEMTkEA,11,21-632-574-8701,9318.43,l instructions serve slyly regular deposits. carefully busy excuses cajole quickly pending d,,11,IRAQ,4,nic deposits boost atop the quickly final requests? quickly regula,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
16233,18353,sky puff lime antique light,Manufacturer#3,Brand#35,MEDIUM ANODIZED STEEL,47,WRAP CASE,1271.35,tes. qu,,STEEL,18353,890,2379,397.53, beans. slyly regular requests nag. final requests ,,890,Supplier#000000890,"yY7XhfdJe4ewh8R, xHR06QABT",11,21-196-765-4250,4685.09,ly unusual asymptotes cajole along the ,,11,IRAQ,4,nic deposits boost atop the quickly final requests? quickly regula,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
16267,6873,medium red dark saddle white,Manufacturer#4,Brand#43,PROMO PLATED STEEL,47,MED DRUM,1779.87,unts snooze by the,,STEEL,6873,642,2477,444.43,ly final pearls sleep slyly. furiously even pinto beans d,,642,Supplier#000000642,"eldBmBVYRbcB YfMRBlNyuQe8k0zYK,v Obk",11,21-775-952-5836,4622.19,"reach carefully against the final, pending instructions-- slyly ",,11,IRAQ,4,nic deposits boost atop the quickly final requests? quickly regula,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
16293,13378,ivory moccasin seashell snow royal,Manufacturer#4,Brand#41,LARGE BRUSHED STEEL,48,SM PKG,1291.37,ial in,,STEEL,13378,642,8177,248.49,ss deposits use slyly thin requests. ideas breach. furiously unusual dolphins serve quickly about the deposits. even multipliers cajole. quickly regular account,,642,Supplier#000000642,"eldBmBVYRbcB YfMRBlNyuQe8k0zYK,v Obk",11,21-775-952-5836,4622.19,"reach carefully against the final, pending instructions-- slyly ",,11,IRAQ,4,nic deposits boost atop the quickly final requests? quickly regula,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
16304,16109,snow blush almond midnight medium,Manufacturer#3,Brand#34,MEDIUM PLATED STEEL,48,MED PKG,1025.1,e fluffily care,,STEEL,16109,642,9346,153.92," ironic pearls wake carefully ironic, final accounts. care",,642,Supplier#000000642,"eldBmBVYRbcB YfMRBlNyuQe8k0zYK,v Obk",11,21-775-952-5836,4622.19,"reach carefully against the final, pending instructions-- slyly ",,11,IRAQ,4,nic deposits boost atop the quickly final requests? quickly regula,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
16318,19641,seashell goldenrod puff lime gainsboro,Manufacturer#5,Brand#52,ECONOMY POLISHED STEEL,49,JUMBO DRUM,1560.64,posits. reg,,STEEL,19641,642,4961,803.74,"asymptotes promise blithely blithely express packages. ironic ideas serve. slyly special accounts poach slyly above the pinto beans. express, ironic packages hag",,642,Supplier#000000642,"eldBmBVYRbcB YfMRBlNyuQe8k0zYK,v Obk",11,21-775-952-5836,4622.19,"reach carefully against the final, pending instructions-- slyly ",,11,IRAQ,4,nic deposits boost atop the quickly final requests? quickly regula,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
16367,11898,peach burlywood snow cyan frosted,Manufacturer#4,Brand#44,ECONOMY POLISHED STEEL,49,LG PKG,1809.89,ld boost furiousl,,STEEL,11898,899,8643,891.83,"onic foxes kindle carefully unusual packages. regular packages are ironic, ironic pinto beans. theodolites around",,899,Supplier#000000899,oLlkiVghtro IwzcwFuzwMCG94rRpux,11,21-980-994-3905,7741.42,"equests wake quickly special, express accounts. courts promi",,11,IRAQ,4,nic deposits boost atop the quickly final requests? quickly regula,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
16380,15103,steel moccasin blue cornflower rosy,Manufacturer#5,Brand#53,ECONOMY BURNISHED STEEL,46,LG PACK,1018.1,packages hinder carefu,,STEEL,15103,899,5464,498.13,"ze express instructions. even, final packages nag according to the slowly regular accounts. even, silent requests except the pending, even courts engage final realms. carefully unusual ",,899,Supplier#000000899,oLlkiVghtro IwzcwFuzwMCG94rRpux,11,21-980-994-3905,7741.42,"equests wake quickly special, express accounts. courts promi",,11,IRAQ,4,nic deposits boost atop the quickly final requests? quickly regula,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
16401,406,thistle saddle white puff lemon,Manufacturer#2,Brand#21,STANDARD PLATED STEEL,43,JUMBO JAR,1306.4,ake foxes-,,STEEL,406,407,9475,91.03,"counts hang according to the deposits. special, pending foxes detect. regular packages around the even pains haggle f",,407,Supplier#000000407,WliGC47Vto2nh7mj,11,21-112-803-6707,-459.62,ar asymptotes. carefully regular req,,11,IRAQ,4,nic deposits boost atop the quickly final requests? quickly regula,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
16431,7892,yellow dodger misty bisque rose,Manufacturer#5,Brand#52,PROMO BURNISHED STEEL,50,MED CAN,1799.89,cial notornis c,,STEEL,7892,407,502,740.51,oxes. furiously even packages impress furiously ironic foxes. even deposits snooze fluffily regular pinto beans. furiously quic,,407,Supplier#000000407,WliGC47Vto2nh7mj,11,21-112-803-6707,-459.62,ar asymptotes. carefully regular req,,11,IRAQ,4,nic deposits boost atop the quickly final requests? quickly regula,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
16433,8406,pink chiffon floral ivory rose,Manufacturer#2,Brand#22,MEDIUM BURNISHED STEEL,50,LG CASE,1314.4,posits affix in place ,,STEEL,8406,407,3123,974.22,g requests use against the idly pending platelets. requests wake. quickly bold multipliers x-ray furiously. carefully final accoun,,407,Supplier#000000407,WliGC47Vto2nh7mj,11,21-112-803-6707,-459.62,ar asymptotes. carefully regular req,,11,IRAQ,4,nic deposits boost atop the quickly final requests? quickly regula,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
16508,7137,olive maroon peru floral blush,Manufacturer#3,Brand#33,PROMO PLATED STEEL,45,LG PACK,1044.13,leep furiously arou,,STEEL,7137,909,2175,820.04,"nal, express theodolites doze blithely pending excuses. express ideas boost carefully outside the caref",,909,Supplier#000000909,BXuLybzUeFLI0GJqMG8xewTuKFqk8n,11,21-989-597-5142,4012.42,ss requests. even packages haggle furiously. ,,11,IRAQ,4,nic deposits boost atop the quickly final requests? quickly regula,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
16510,7651,cornflower navy frosted white medium,Manufacturer#4,Brand#41,ECONOMY POLISHED STEEL,46,JUMBO PACK,1558.65,uffily ,,STEEL,7651,909,3011,457.4,"refully even packages. pending, ironic deposits affix carefully. slyly final requests use careful",,909,Supplier#000000909,BXuLybzUeFLI0GJqMG8xewTuKFqk8n,11,21-989-597-5142,4012.42,ss requests. even packages haggle furiously. ,,11,IRAQ,4,nic deposits boost atop the quickly final requests? quickly regula,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
16539,14908,maroon goldenrod blue peach ivory,Manufacturer#2,Brand#25,SMALL ANODIZED STEEL,46,JUMBO DRUM,1822.9,ully slow r,,STEEL,14908,909,5040,182.01,he quickly ironic theodolites. ironic requests after the enticing packages integrate slyly furiously unusual platelets. fluff,,909,Supplier#000000909,BXuLybzUeFLI0GJqMG8xewTuKFqk8n,11,21-989-597-5142,4012.42,ss requests. even packages haggle furiously. ,,11,IRAQ,4,nic deposits boost atop the quickly final requests? quickly regula,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
